"FormID","ChemID","Chemical","Formulation","TG3ID","TherapeuticGrp3","TG2ID","TherapeuticGrp2","TG1ID","TherapeuticGrp1","BaseUnits","PropPharmPresc"
"121706","1217","Carbamazepine","Tab 400 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","tab",99.937244617377
"121705","1217","Carbamazepine","Tab long-acting 200 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","tab",99.9844701205119
"121707","1217","Carbamazepine","Tab long-acting 400 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","tab",99.9893993676772
"122101","1221","Carbimazole","Tab 5 mg","141401","Thyroid and Antithyroid Agents","1414","Thyroid and Antithyroid Agents","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",99.9833441554147
"290701","2907","Carbohydrate and fat supplement","Powder (neutral)","420202","Carbohydrate And Fat","4202","Nutrient Modules","42","Special Foods","g",100
"290801","2908","Carbohydrate supplement","Powder","420201","Carbohydrate","4202","Nutrient Modules","42","Special Foods","g",100
"401425","4014","Carbomer","Ophthalmic gel 0.3%, 0.5 g","310315","Preservative Free Ocular Lubricants","3103","Eye Preparations","31","Sensory Organs","vial",100
"213302","2133","Carmellose sodium with gelatin and pectin","Paste","13101","Agents Used in Mouth Ulceration","131","Mouth and Throat","1","Alimentary Tract and Metabolism","g",99.4008715076131
"213307","2133","Carmellose sodium with gelatin and pectin","Powder","13101","Agents Used in Mouth Ulceration","131","Mouth and Throat","1","Alimentary Tract and Metabolism","g",100
"377226","3772","Carvedilol","Tab 12.5 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.9799942026828
"377227","3772","Carvedilol","Tab 25 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.9891632313823
"377225","3772","Carvedilol","Tab 6.25 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.9697701410077
"324201","3242","Castor oil","Castor oil","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"122801","1228","Cefaclor monohydrate","Cap 250 mg","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",98.1180392517274
"122802","1228","Cefaclor monohydrate","Grans for oral liq 125 mg per 5 ml","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",95.1390053826768
"123402","1234","Cefalexin","Cap 250 mg","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",97.3178518568923
"123425","1234","Cefalexin","Cap 500 mg","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",98.2961632819749
"123403","1234","Cefalexin","Grans for oral liq 25 mg per ml","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",95.6501681352962
"123404","1234","Cefalexin","Grans for oral liq 50 mg per ml","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",97.9966141406973
"123602","1236","Cefazolin","Inj 1 g vial","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",47.0826580226904
"123625","1236","Cefazolin","Inj 2 g vial","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",93.9898289412853
"123601","1236","Cefazolin","Inj 500 mg vial","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",52.9933481152993
"123203","1232","Ceftriaxone","Inj 1 g vial","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",11.4003486345148
"123202","1232","Ceftriaxone","Inj 500 mg vial","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",4.54053865475858
"108102","1081","Cefuroxime axetil","Tab 250 mg","160301","Cephalosporins and Cephamycins","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.1011501729695
"408125","4081","Celecoxib","Cap 100 mg","190402","NSAIDs Other","1904","Non-Steroidal Anti-Inflammatory Drugs","19","Musculoskeletal System","cap",99.6364376714847
"408126","4081","Celecoxib","Cap 200 mg","190402","NSAIDs Other","1904","Non-Steroidal Anti-Inflammatory Drugs","19","Musculoskeletal System","cap",99.5374143399598
"251401","2514","Celiprolol","Tab 200 mg","71601","Beta Adrenoceptor Blockers","716","Beta-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.990654132238
"283325","2833","Cetirizine hydrochloride","Oral liq 1 mg per ml","280401","Antihistamines","2804","Antihistamines","28","Respiratory System and Allergies","ml",99.6478613344251
"283301","2833","Cetirizine hydrochloride","Tab 10 mg","280401","Antihistamines","2804","Antihistamines","28","Respiratory System and Allergies","tab",99.8933130284145
"324401","3244","Cetomacrogol","Crm BP","101504","Emollients","1015","Barrier Creams and Emollients","10","Dermatologicals","g",99.6144715695246
"401226","4012","Cetomacrogol with glycerol","Crm 90% with glycerol 10%","101504","Emollients","1015","Barrier Creams and Emollients","10","Dermatologicals","g",99.7962257139434
"401225","4012","Cetomacrogol with glycerol","Crm 90% with glycerol 10%,","101504","Emollients","1015","Barrier Creams and Emollients","10","Dermatologicals","ml",99.7771528263101
"125501","1255","Chlorambucil","Tab 2 mg","250101","Alkylating Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",99.9836659134838
"125901","1259","Chloramphenicol","Eye drops 0.5%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","ml",92.6615358795464
"125904","1259","Chloramphenicol","Eye oint 1%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","g",83.2208902717939
"124426","1244","Chlorhexidine gluconate","Mouthwash 0.2%","13101","Agents Used in Mouth Ulceration","131","Mouth and Throat","1","Alimentary Tract and Metabolism","ml",98.4909219523697
"124404","1244","Chlorhexidine gluconate","Soln 20%","101301","Disinfecting and Cleansing Agents","1013","Disinfecting and Cleansing Agents","10","Dermatologicals","ml",100
"124402","1244","Chlorhexidine gluconate","Soln 4% wash","101301","Disinfecting and Cleansing Agents","1013","Disinfecting and Cleansing Agents","10","Dermatologicals","ml",100
"325701","3257","Chloroform","Chloroform BP","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",99.6982803943656
"128202","1282","Chlorothiazide","Oral liq 50 mg per ml","73110","Thiazide and Related Diuretics","731","Diuretics","7","Cardiovascular System","ml",100
"246903","2469","Chlorpheniramine maleate","Oral liq 2 mg per 5 ml","280401","Antihistamines","2804","Antihistamines","28","Respiratory System and Allergies","ml",99.5159765400723
"128306","1283","Chlorpromazine hydrochloride","Inj 25 mg per ml, 2 ml","222201","General","2222","Antipsychotics","22","Nervous System","inj",0.942915392456677
"128301","1283","Chlorpromazine hydrochloride","Tab 10 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.4761083830614
"128304","1283","Chlorpromazine hydrochloride","Tab 100 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.8301325230239
"128302","1283","Chlorpromazine hydrochloride","Tab 25 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.3972255978336
"129001","1290","Chlortalidone [Chlorthalidone]","Tab 25 mg","73110","Thiazide and Related Diuretics","731","Diuretics","7","Cardiovascular System","tab",99.9958620093313
"601401","6014","Choline salicylate with cetalkonium chloride","Adhesive gel 8.7% with cetalkonium chloride 0.01%","13101","Agents Used in Mouth Ulceration","131","Mouth and Throat","1","Alimentary Tract and Metabolism","g",98.4092289010322
"239425","2394","Ciclopirox olamine","Nail-soln 8%","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","ml",100
"242101","2421","Ciclosporin","Cap 100 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","cap",99.9944313544682
"242102","2421","Ciclosporin","Cap 25 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","cap",99.9922905962986
"242125","2421","Ciclosporin","Cap 50 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","cap",99.9898770423134
"242103","2421","Ciclosporin","Oral liq 100 mg per ml","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","ml",100
"277001","2770","Cilazapril","Tab 0.5 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.973576608781
"277002","2770","Cilazapril","Tab 2.5 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.9777314258533
"277003","2770","Cilazapril","Tab 5 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.98912864094
"112701","1127","Cilazapril with hydrochlorothiazide","Tab 5 mg with hydrochlorothiazide 12.5 mg","70702","ACE Inhibitors with Diuretics","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.992292112082
"406225","4062","Cinacalcet","Tab 30 mg","140404","Calcium Homeostasis","1404","Calcium Homeostasis","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",100
"406226","4062","Cinacalcet","Tab 60 mg","140404","Calcium Homeostasis","1404","Calcium Homeostasis","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",100
"281904","2819","Ciprofloxacin","Eye drops 0.3%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","ml",91.7438983562919
"281901","2819","Ciprofloxacin","Tab 250 mg","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",95.4747903702458
"281902","2819","Ciprofloxacin","Tab 500 mg","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",97.6921846041107
"281903","2819","Ciprofloxacin","Tab 750 mg","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.6825976935471
"119301","1193","Citalopram hydrobromide","Tab 20 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.9874315141259
"419425","4194","Citrulline","Powder, 4 g sachets","421220","Single dose amino acids","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","sach",100
"280926","2809","Clarithromycin","Grans for oral liq 250 mg per 5 ml","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",99.8861571668617
"280901","2809","Clarithromycin","Tab 250 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.9712615830858
"280925","2809","Clarithromycin","Tab 500 mg","11002","Helicobacter Pylori Eradication","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",99.9517231609669
"130301","1303","Clindamycin","Cap hydrochloride 150 mg","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",99.008688500456
"130303","1303","Clindamycin","Inj 150 mg per ml, 4 ml ampoule","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",4.03844286962431
"130801","1308","Clobazam","Tab 10 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","tab",99.9868752957094
"130903","1309","Clobetasol propionate","Crm 0.05%","101101","Corticosteroids - Plain","1011","Corticosteroids Topical","10","Dermatologicals","g",99.9118931058011
"130904","1309","Clobetasol propionate","Oint 0.05%","101101","Corticosteroids - Plain","1011","Corticosteroids Topical","10","Dermatologicals","g",99.9366122412327
"130902","1309","Clobetasol propionate","Scalp app 0.05%","102201","Scalp Preparations","1022","Scalp Preparations","10","Dermatologicals","ml",99.9955518982274
"131002","1310","Clobetasone butyrate","Crm 0.05%","101101","Corticosteroids - Plain","1011","Corticosteroids Topical","10","Dermatologicals","g",99.9808746653066
"131201","1312","Clofazimine","Cap 50 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","cap",100
"131401","1314","Clomifene citrate","Tab 50 mg","142101","Other Endocrine Agents","1421","Other Endocrine Agents","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",99.9979199124699
"131526","1315","Clomipramine hydrochloride","Cap 10 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",99.9736376385375
"131525","1315","Clomipramine hydrochloride","Cap 25 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",100
"131501","1315","Clomipramine hydrochloride","Tab 10 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.9951160865527
"131502","1315","Clomipramine hydrochloride","Tab 25 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.9920234109915
"131604","1316","Clonazepam","Inj 1 mg per ml, 1 ml","220701","Agents for Control of Status Epilepticus","2207","Antiepilepsy Drugs","22","Nervous System","inj",64.5577628748576
"131603","1316","Clonazepam","Oral drops 2.5 mg per ml","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","ml",98.8775645101384
"131602","1316","Clonazepam","Tab 2 mg","222501","Anxiolytics","2225","Anxiolytics","22","Nervous System","tab",99.955065953701
"131601","1316","Clonazepam","Tab 500 mcg","222501","Anxiolytics","2225","Anxiolytics","22","Nervous System","tab",99.9240999887126
"131702","1317","Clonidine","Patch 2.5 mg, 100 mcg per day","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","patch",100
"131703","1317","Clonidine","Patch 5 mg, 200 mcg per day","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","patch",100
"131704","1317","Clonidine","Patch 7.5 mg, 300 mcg per day","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","patch",100
"131805","1318","Clonidine hydrochloride","Inj 150 mcg per ml, 1 ml ampoule","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","inj",2.75229357798165
"131801","1318","Clonidine hydrochloride","Tab 150 mcg","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","tab",99.7613232455016
"131808","1318","Clonidine hydrochloride","Tab 25 mcg","72801","Centrally-Acting Agents","728","Centrally-Acting Agents","7","Cardiovascular System","tab",99.9611752403748
"386025","3860","Clopidogrel","Tab 75 mg","40701","Antiplatelet Agents","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","tab",99.9069944981475
"132007","1320","Clotrimazole","Crm 1%","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","g",100
"132006","1320","Clotrimazole","Soln 1%","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","ml",100
"132003","1320","Clotrimazole","Vaginal crm 1% with applicators","131001","Gynaecological Anti-infectives","1310","Gynaecological Anti-infectives","13","Genito-Urinary System","g",97.9449754009423
"132004","1320","Clotrimazole","Vaginal crm 2% with applicators","131001","Gynaecological Anti-infectives","1310","Gynaecological Anti-infectives","13","Genito-Urinary System","g",97.888549455894
"107827","1078","Clozapine","Suspension 50 mg per ml","222201","General","2222","Antipsychotics","22","Nervous System","ml",100
"107802","1078","Clozapine","Tab 100 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9985847504616
"107826","1078","Clozapine","Tab 200 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",100
"107801","1078","Clozapine","Tab 25 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",99.9968841086237
"107825","1078","Clozapine","Tab 50 mg","222201","General","2222","Antipsychotics","22","Nervous System","tab",100
"326405","3264","Coal tar","Soln BP","101901","Psoriasis and Eczema Preparations","1019","Psoriasis and Eczema Preparations","10","Dermatologicals","ml",99.9966817364989
"132401","1324","Coal tar with allantoin, menthol, phenol and sulphur","Soln 5% with sulphur 0.5%, menthol 0.75%, phenol 0.5% and allantoin crm 2.5%","101901","Psoriasis and Eczema Preparations","1019","Psoriasis and Eczema Preparations","10","Dermatologicals","g",100
"377625","3776","Coal tar with salicylic acid and sulphur","Soln 12% with salicylic acid 2% and sulphur 4% oint","101901","Psoriasis and Eczema Preparations","1019","Psoriasis and Eczema Preparations","10","Dermatologicals","g",99.823341477166
"133205","1332","Codeine phosphate","Powder","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","g",98.0606109800147
"133201","1332","Codeine phosphate","Tab 15 mg","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","tab",99.7252119352927
"133202","1332","Codeine phosphate","Tab 30 mg","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","tab",99.4959839665753
"133203","1332","Codeine phosphate","Tab 60 mg","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","tab",99.3491617097004
"134125","1341","Colchicine","Tab 500 mcg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",99.8828891447349
"118725","1187","Colecalciferol","Cap 1.25 mg (50,000 iu)","13710","Vitamin D","137","Vitamins","1","Alimentary Tract and Metabolism","cap",99.8524306818376
"118726","1187","Colecalciferol","Oral liq 188 mcg per ml (7,500 iu per ml)","13710","Vitamin D","137","Vitamins","1","Alimentary Tract and Metabolism","ml",99.5957165181234
"134501","1345","Colestipol hydrochloride","Grans for oral liq 5 g","73203","Resins","732","Lipid-Modifying Agents","7","Cardiovascular System","sach",99.9700091346637
"418125","4181","Colestyramine","Powder for oral suspension 4 g sachet","73203","Resins","732","Lipid-Modifying Agents","7","Cardiovascular System","sach",99.9881495786517
"134601","1346","Colistin sulphomethate","Inj 150 mg","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",100
"134625","1346","Colistin sulphomethate","Inj 2 million iu, 10 ml vial","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","vial",100
"327001","3270","Collodion flexible","Collodion flexible","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"406325","4063","Colloidal bismuth subcitrate","Tab 120 mg","11013","Site Protective Agents","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",100
"144625","1446","Compound electrolytes","Powder for oral soln ","41004","Oral Administration","410","Fluids and Electrolytes","4","Blood and Blood Forming Organs","sach",97.6643002205246
"139426","1394","Compound electrolytes with glucose [Dextrose]","Soln with electrolytes","41004","Oral Administration","410","Fluids and Electrolytes","4","Blood and Blood Forming Organs","btl",99.3524236612574
"139425","1394","Compound electrolytes with glucose [Dextrose]","Soln with electrolytes (2 x 500 ml),","41004","Oral Administration","410","Fluids and Electrolytes","4","Blood and Blood Forming Organs","btl",97.9683972911964
"139401","1394","Compound electrolytes with glucose [Dextrose]","Soln with electrolytes,","41004","Oral Administration","410","Fluids and Electrolytes","4","Blood and Blood Forming Organs","ml",97.3921336817112
"123901","1239","Compound hydroxybenzoate","Soln","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",99.5916837125502
"603925","6039","Condoms","49 mm","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",47.9488161627703
"603903","6039","Condoms","53 mm","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",76.6097656147684
"603933","6039","Condoms","53 mm, 0.05 mm thickness","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",79.0137461905789
"603935","6039","Condoms","53 mm, chocolate, brown","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",43.6536517204948
"603934","6039","Condoms","53 mm, strawberry, red","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",43.5294888812415
"603932","6039","Condoms","56 mm","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",81.5689178126978
"603938","6039","Condoms","56 mm, 0.05 mm thickness","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",69.5709545721796
"603942","6039","Condoms","56 mm, 0.05mm thickness (bulk pack)","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",72.3302690574936
"603936","6039","Condoms","56 mm, 0.08 mm thickness","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",77.8043218936091
"603937","6039","Condoms","56 mm, 0.08 mm thickness, red","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",58.6228358626985
"603939","6039","Condoms","56 mm, chocolate","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",31.7951992510992
"603940","6039","Condoms","56 mm, strawberry","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",23.5759192399825
"603930","6039","Condoms","60 mm","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",55.0668435649529
"603941","6039","Condoms","60 mm (bulk pack)","130101","Condoms","1301","Contraceptives - Non-hormonal","13","Genito-Urinary System","dev",56.1689086501626
"421225","4212","Continuous glucose monitor (interoperable)","Sensor (9) and transmitter (Dexcom G6)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"421226","4212","Continuous glucose monitor (interoperable)","Sensor (Dexcom G7)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"421227","4212","Continuous glucose monitor (interoperable)","Sensor (Freestyle Libre 3 Plus)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"421125","4211","Continuous glucose monitor (standalone)","Sensor (Dexcom ONE+)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"421127","4211","Continuous glucose monitor (standalone)","Sensor (Freestyle Libre 2 Plus)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"421126","4211","Continuous glucose monitor (standalone)","Sensor (Freestyle Libre 2)","11517","Continuous Glucose Monitor","115","Diabetes Management","1","Alimentary Tract and Metabolism","dev",100
"422325","4223","Crizotinib","Cap 200 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"422326","4223","Crizotinib","Cap 250 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"136301","1363","Crotamiton","Crm 10%","100801","Antipruritic Preparations","1008","Antipruritic Preparations","10","Dermatologicals","g",100
"601001","6010","Cyclizine hydrochloride","Tab 50 mg","221601","Antinausea and Vertigo Agents","2216","Antinausea and Vertigo Agents","22","Nervous System","tab",99.4541774088496
"601101","6011","Cyclizine lactate","Inj 50 mg per ml, 1 ml ampoule","221601","Antinausea and Vertigo Agents","2216","Antinausea and Vertigo Agents","22","Nervous System","inj",56.0445369652743
"137001","1370","Cyclopentolate hydrochloride","Eye drops 1%","310310","Mydriatics and Cycloplegics","3103","Eye Preparations","31","Sensory Organs","ml",84.6402788150361
"137025","1370","Cyclopentolate hydrochloride","Eye drops 1%, single dose (preservative free)","310310","Mydriatics and Cycloplegics","3103","Eye Preparations","31","Sensory Organs","dose",100
"136902","1369","Cyclophosphamide","Inj 1 g vial","250101","Alkylating Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","inj",100
"136901","1369","Cyclophosphamide","Tab 50 mg","250101","Alkylating Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",99.9990180964818
"399425","3994","Cycloserine","Cap 250 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","cap",100
"270725","2707","Cyproterone acetate","Tab 100 mg","141001","Androgen Agonists and Antagonists","1410","Sex Hormones Non Contraceptive","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",100
"270701","2707","Cyproterone acetate","Tab 50 mg","141001","Androgen Agonists and Antagonists","1410","Sex Hormones Non Contraceptive","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",99.9947826547709
"270602","2706","Cyproterone acetate with ethinyloestradiol","Tab 2 mg with ethinyloestradiol 35 mcg and 7 inert tabs","130902","Antiandrogen Oral Contraceptives","1309","Antiandrogen Oral Contraceptives","13","Genito-Urinary System","tab",99.0008144281843
"393726","3937","Dabigatran","Cap 110 mg","40707","Oral Anticoagulants","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","cap",99.9680239049278
"393727","3937","Dabigatran","Cap 150 mg","40707","Oral Anticoagulants","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","cap",99.9887593480804
"393725","3937","Dabigatran","Cap 75 mg","40707","Oral Anticoagulants","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","cap",99.9513252054406
"422825","4228","Dabrafenib","Cap 50 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"422826","4228","Dabrafenib","Cap 75 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"397628","3976","Dalteparin sodium","Inj 10,000 iu per 1 ml graduated syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",100
"137201","1372","Danazol","Cap 100 mg","142101","Other Endocrine Agents","1421","Other Endocrine Agents","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","cap",100
"137202","1372","Danazol","Cap 200 mg","142101","Other Endocrine Agents","1421","Other Endocrine Agents","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","cap",100
"137301","1373","Dantrolene","Cap 25 mg","191601","Muscle Relaxants","1916","Muscle Relaxants","19","Musculoskeletal System","cap",99.9907325630858
"137302","1373","Dantrolene","Cap 50 mg","191601","Muscle Relaxants","1916","Muscle Relaxants","19","Musculoskeletal System","cap",100
"137401","1374","Dapsone","Tab 100 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",99.9963824607226
"137425","1374","Dapsone","Tab 25 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",99.9886223272303
"391926","3919","Darunavir","Tab 400 mg","162005","Protease Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"391927","3919","Darunavir","Tab 600 mg","162005","Protease Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"389425","3894","Dasatinib","Tab 20 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"389426","3894","Dasatinib","Tab 50 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"389427","3894","Dasatinib","Tab 70 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"410126","4101","Denosumab","Inj 120 mg per 1.7 ml vial","190806","Other Treatments","1908","Drugs Affecting Bone Metabolism","19","Musculoskeletal System","inj",100
