"Type","TG2ID","TherapeuticGrp2","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2024,"44705","14692",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2025,"52379","17947",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","New Zealand",2021,"361702","40607",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","New Zealand",2022,"442680","50717",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","New Zealand",2023,"454654","64118",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","New Zealand",2024,"392547","80009",100
"Initial dispensings","2231","Stimulants/ADHD Treatments","New Zealand",2025,"488779","102877",100
"Initial dispensings","1025","Sunscreens","New Zealand",2021,"2819","1927",100
"Initial dispensings","1025","Sunscreens","New Zealand",2022,"3050","2010",100
"Initial dispensings","1025","Sunscreens","New Zealand",2023,"3474","2283",100
"Initial dispensings","1025","Sunscreens","New Zealand",2024,"4622","2945",100
"Initial dispensings","1025","Sunscreens","New Zealand",2025,"5106","3255",100
"Initial dispensings","737","Sympathomimetics","New Zealand",2021,"1491","1201",100
"Initial dispensings","737","Sympathomimetics","New Zealand",2022,"1361","1150",100
"Initial dispensings","737","Sympathomimetics","New Zealand",2023,"838","694",100
"Initial dispensings","737","Sympathomimetics","New Zealand",2024,"754","578",100
"Initial dispensings","737","Sympathomimetics","New Zealand",2025,"649","493",100
"Initial dispensings","1414","Thyroid and Antithyroid Agents","New Zealand",2021,"714132","154946",100
"Initial dispensings","1414","Thyroid and Antithyroid Agents","New Zealand",2022,"735004","158816",100
"Initial dispensings","1414","Thyroid and Antithyroid Agents","New Zealand",2023,"761394","163085",100
"Initial dispensings","1414","Thyroid and Antithyroid Agents","New Zealand",2024,"800903","167451",100
"Initial dispensings","1414","Thyroid and Antithyroid Agents","New Zealand",2025,"835088","172670",100
"Initial dispensings","1905","Topical Products for Joint and Muscular Pain","New Zealand",2021,"28143","16941",100
"Initial dispensings","1905","Topical Products for Joint and Muscular Pain","New Zealand",2022,"31478","18465",100
"Initial dispensings","1905","Topical Products for Joint and Muscular Pain","New Zealand",2023,"38380","23204",100
"Initial dispensings","1905","Topical Products for Joint and Muscular Pain","New Zealand",2024,"47648","28199",100
"Initial dispensings","1905","Topical Products for Joint and Muscular Pain","New Zealand",2025,"62356","35064",100
"Initial dispensings","2232","Treatments for Dementia","New Zealand",2021,"39159","9228",100
"Initial dispensings","2232","Treatments for Dementia","New Zealand",2022,"41031","9752",100
"Initial dispensings","2232","Treatments for Dementia","New Zealand",2023,"45299","10717",100
"Initial dispensings","2232","Treatments for Dementia","New Zealand",2024,"50650","11424",100
"Initial dispensings","2232","Treatments for Dementia","New Zealand",2025,"56040","12267",100
"Initial dispensings","2234","Treatments for Substance Dependence","New Zealand",2021,"251394","78143",100
"Initial dispensings","2234","Treatments for Substance Dependence","New Zealand",2022,"232515","69330",100
"Initial dispensings","2234","Treatments for Substance Dependence","New Zealand",2023,"278687","81075",100
"Initial dispensings","2234","Treatments for Substance Dependence","New Zealand",2024,"313591","89707",100
"Initial dispensings","2234","Treatments for Substance Dependence","New Zealand",2025,"340275","98839",100
"Initial dispensings","1416","Trophic Hormones","New Zealand",2021,"33341","11184",100
"Initial dispensings","1416","Trophic Hormones","New Zealand",2022,"35339","11775",100
"Initial dispensings","1416","Trophic Hormones","New Zealand",2023,"37242","12297",100
"Initial dispensings","1416","Trophic Hormones","New Zealand",2024,"39087","12767",100
"Initial dispensings","1416","Trophic Hormones","New Zealand",2025,"40322","13269",100
"Initial dispensings","1319","Urinary Agents","New Zealand",2021,"320584","118625",100
"Initial dispensings","1319","Urinary Agents","New Zealand",2022,"341470","123611",100
"Initial dispensings","1319","Urinary Agents","New Zealand",2023,"369244","128835",100
"Initial dispensings","1319","Urinary Agents","New Zealand",2024,"393626","129829",100
"Initial dispensings","1319","Urinary Agents","New Zealand",2025,"417748","131778",100
"Initial dispensings","1623","Urinary Tract Infections","New Zealand",2021,"177593","117803",100
"Initial dispensings","1623","Urinary Tract Infections","New Zealand",2022,"201825","132536",100
"Initial dispensings","1623","Urinary Tract Infections","New Zealand",2023,"224097","145317",100
"Initial dispensings","1623","Urinary Tract Infections","New Zealand",2024,"229525","145542",100
"Initial dispensings","1623","Urinary Tract Infections","New Zealand",2025,"230782","143192",100
"Initial dispensings","4525","Vaccinations","New Zealand",2021,"126936","126147",100
"Initial dispensings","4525","Vaccinations","New Zealand",2022,"253592","250485",100
"Initial dispensings","4525","Vaccinations","New Zealand",2023,"336874","323524",100
"Initial dispensings","4525","Vaccinations","New Zealand",2024,"343986","321318",100
"Initial dispensings","4525","Vaccinations","New Zealand",2025,"376325","341360",100
"Initial dispensings","740","Vasodilators","New Zealand",2021,"12296","3449",100
"Initial dispensings","740","Vasodilators","New Zealand",2022,"13632","3872",100
"Initial dispensings","740","Vasodilators","New Zealand",2023,"15645","4637",100
"Initial dispensings","740","Vasodilators","New Zealand",2024,"18104","5532",100
"Initial dispensings","740","Vasodilators","New Zealand",2025,"21584","6625",100
"Initial dispensings","1419","Vasopressin Agonists","New Zealand",2021,"5942","2135",100
"Initial dispensings","1419","Vasopressin Agonists","New Zealand",2022,"5911","2084",100
"Initial dispensings","1419","Vasopressin Agonists","New Zealand",2023,"6223","2244",100
"Initial dispensings","1419","Vasopressin Agonists","New Zealand",2024,"6490","2316",100
"Initial dispensings","1419","Vasopressin Agonists","New Zealand",2025,"7011","2398",100
"Initial dispensings","137","Vitamins","New Zealand",2021,"1510462","462889",100
"Initial dispensings","137","Vitamins","New Zealand",2022,"1627527","496570",100
"Initial dispensings","137","Vitamins","New Zealand",2023,"1779400","545081",100
"Initial dispensings","137","Vitamins","New Zealand",2024,"2022481","611287",100
"Initial dispensings","137","Vitamins","New Zealand",2025,"2295146","696412",100
"Initial dispensings","1028","Wart Preparations","New Zealand",2021,"2707","2380",100
"Initial dispensings","1028","Wart Preparations","New Zealand",2022,"2440","2159",100
"Initial dispensings","1028","Wart Preparations","New Zealand",2023,"2410","2129",100
"Initial dispensings","1028","Wart Preparations","New Zealand",2024,"2571","2265",100
"Initial dispensings","1028","Wart Preparations","New Zealand",2025,"2380","2102",100
